coating_thickness_um,coating_uniformity_cv,coating_areal_mass,coating_defect_density,calendering_density,calendering_porosity,calendering_force,slitting_edge_burr,slitting_width_accuracy,assembly_winding_tension,assembly_weld_strength,assembly_initial_resistance,fill_electrolyte_volume,fill_seal_pressure,failed_qc
77.13,0.847,22.69,0.07,3.424,29.42,6077.2,1.03,0.0238,15.01,179.0,11.76,14.899,122.4,0
77.06,0.806,22.16,0.01,3.524,30.33,6079.6,2.17,0.0011,15.96,190.8,11.92,14.914,122.4,0
77.61,0.98,22.05,0.28,3.516,30.24,6100.1,1.67,0.0303,14.77,178.1,10.87,14.934,123.6,0
78.05,0.405,21.68,0.2,3.359,30.79,6022.9,8.14,0.0082,15.76,160.6,11.46,15.055,117.6,1
77.93,0.705,22.49,0.18,3.494,29.32,6088.3,1.98,0.0122,14.7,176.7,12.06,15.028,116.3,0
77.72,0.799,21.52,0.21,3.514,30.02,5970.7,1.67,0.01,14.96,188.3,12.1,14.913,119.6,0
82.49,0.584,22.09,0.2,3.369,29.57,6012.7,3.79,0.0126,15.66,179.8,13.59,15.007,122.8,1
82.5,2.55,22.97,4.08,3.523,30.34,5854.7,1.21,0.0125,14.35,183.5,11.91,14.863,117.8,1
79.59,1.476,22.13,0.28,3.577,29.59,5974.0,2.5,0.0355,15.65,189.7,12.1,14.888,123.7,0
79.56,1.172,21.35,0.94,3.468,30.84,5768.7,2.58,0.0057,14.82,188.8,11.68,14.853,119.9,0
79.01,0.941,21.93,0.72,3.46,30.51,6096.3,1.66,0.0448,15.03,176.8,11.89,14.991,116.5,0
80.11,1.155,21.37,0.43,3.537,31.54,6100.1,1.05,0.0007,15.78,175.9,11.51,14.94,119.2,0
77.23,0.498,22.42,0.55,3.475,29.21,5957.8,3.28,0.0187,15.23,190.8,11.71,15.069,122.1,1
81.03,0.903,21.7,0.68,3.564,28.07,6253.0,3.11,0.0281,14.48,175.5,11.82,15.155,119.3,0
75.89,2.359,21.53,3.18,3.54,32.2,6013.1,3.49,0.0132,15.0,189.7,11.09,14.515,118.7,1
79.5,0.939,21.77,0.47,3.525,29.85,5946.6,1.57,0.0187,14.92,181.9,10.92,15.099,122.4,0
72.9,0.596,21.68,0.14,3.427,30.18,6021.4,6.22,0.0045,14.8,181.9,10.99,15.009,117.2,1
75.42,2.846,21.67,0.63,3.669,30.27,5887.6,2.74,0.0108,15.01,176.7,14.3,15.002,119.3,1
76.89,0.535,22.26,0.49,3.46,31.9,5810.2,1.86,0.021,16.05,180.1,11.35,14.848,121.5,0
79.39,0.895,21.98,0.08,3.442,29.08,6308.9,3.29,0.0097,15.42,177.8,11.68,15.009,117.7,0
77.88,1.523,22.07,0.9,3.486,29.76,6191.6,2.36,0.0123,14.59,177.4,11.87,15.192,117.6,0
77.46,0.475,21.76,0.82,3.518,29.96,6075.3,1.36,0.0139,14.88,173.6,11.74,15.028,119.1,0
80.1,1.109,22.08,0.18,3.5,30.06,6052.3,1.67,0.0064,14.89,182.3,12.48,15.142,119.9,0
81.19,0.858,22.29,0.7,3.545,29.15,6146.5,3.0,0.0157,14.49,187.9,11.84,14.957,116.9,0
76.99,0.565,22.53,0.32,3.565,30.27,5999.0,2.49,0.0181,15.06,178.5,12.46,15.18,120.6,0
81.45,0.565,22.39,0.47,3.541,31.73,5791.0,2.29,0.0076,15.11,180.6,11.45,15.026,119.1,0
75.12,1.572,21.54,0.44,3.423,30.23,5977.8,1.81,0.0086,15.17,198.0,10.81,15.119,119.6,0
79.4,0.862,22.65,0.78,3.524,29.38,6035.9,1.49,0.018,15.1,185.4,11.35,14.99,121.7,0
77.51,0.87,21.35,0.91,3.47,29.71,6057.4,1.56,0.0163,15.51,188.5,11.8,14.963,114.7,0
78.75,0.823,21.96,0.36,3.498,30.3,6105.3,3.16,0.0098,14.54,186.5,12.07,15.087,124.3,0
78.77,0.659,22.87,0.5,3.576,29.23,5977.6,2.12,0.0076,14.61,173.9,14.2,14.996,114.7,0
74.58,0.908,22.22,0.5,3.557,29.81,6015.4,2.53,0.0281,15.2,178.2,11.13,15.003,121.1,0
77.35,1.07,22.07,0.53,3.592,29.26,5860.5,2.1,0.0144,14.97,191.4,11.94,15.113,123.6,0
76.81,1.68,21.93,0.43,3.474,30.42,5867.9,2.3,0.0127,14.88,147.8,14.23,15.537,119.4,1
76.55,0.796,22.08,0.2,3.514,28.99,6089.9,2.75,0.008,15.47,184.4,12.52,14.938,121.7,0
74.26,1.462,21.68,0.37,3.451,29.72,6124.4,2.56,0.0239,14.83,179.6,11.52,15.025,121.6,0
79.41,1.632,21.49,0.41,3.524,28.98,5908.6,1.8,0.0069,15.38,188.0,12.7,15.199,120.9,0
76.8,0.664,22.5,0.47,3.427,30.01,5881.6,1.79,0.007,14.97,177.6,11.87,14.992,116.8,0
78.55,0.282,22.06,0.37,3.482,31.28,6043.5,2.48,0.0041,15.04,184.4,12.06,14.957,119.9,0
77.15,0.731,22.13,0.74,3.491,31.29,6210.4,2.5,0.0364,13.91,175.3,11.5,14.957,121.4,0
74.6,0.926,21.83,0.42,3.548,29.27,6090.7,2.64,0.0079,15.28,184.9,11.62,15.051,119.0,0
79.82,1.169,22.24,0.21,3.512,30.95,5987.3,2.38,0.0096,14.19,184.9,11.68,15.175,120.9,0
75.32,2.417,22.51,0.3,3.632,29.61,5812.5,2.24,0.029,15.2,178.4,14.24,15.062,116.9,1
78.86,0.784,22.02,0.49,3.501,30.61,6088.3,0.94,0.0198,15.83,186.5,12.78,14.889,118.3,0
78.24,0.56,22.54,0.55,3.487,29.73,6117.6,1.9,0.0217,14.17,182.3,11.01,14.812,119.2,0
73.31,1.618,22.29,4.15,3.63,31.28,6102.3,2.21,0.0028,14.85,187.1,13.53,15.086,118.6,1
78.6,1.115,22.34,0.65,3.453,30.36,5947.0,2.67,0.0078,15.01,175.6,10.96,14.988,119.1,0
72.41,3.191,21.77,0.59,3.515,30.24,6101.1,6.86,0.0154,15.18,190.7,12.29,15.041,121.4,1
83.49,0.886,20.92,0.36,3.335,30.53,5980.2,5.42,0.0272,14.48,174.0,14.99,15.183,122.0,1
75.97,1.311,22.09,0.48,3.511,26.51,6198.0,1.32,0.0225,14.75,174.4,11.63,15.005,121.4,0
75.48,0.538,22.3,0.07,3.506,30.37,6074.3,3.32,0.0089,15.65,177.6,12.19,14.871,118.7,0
83.25,0.896,21.66,0.68,3.424,29.91,6119.4,6.26,0.0122,15.5,181.1,11.29,15.53,120.0,1
78.37,0.312,22.03,0.51,3.54,29.33,5895.0,1.98,0.031,14.9,187.7,12.52,15.014,122.9,0
78.28,1.054,21.85,0.19,3.503,28.85,5888.8,2.95,0.0207,14.05,186.0,11.2,15.155,122.0,0
76.96,0.232,21.06,0.26,3.502,30.38,6165.2,2.03,0.0201,14.48,176.0,12.1,15.259,121.7,0
78.9,0.862,22.0,0.15,3.563,29.68,5827.3,2.51,0.0139,14.98,179.6,10.56,14.716,118.5,0
77.03,0.787,22.15,0.46,3.422,30.09,5839.6,2.05,0.0059,14.41,184.9,11.55,15.009,120.0,0
82.79,2.78,21.6,4.87,3.629,29.51,6054.8,2.7,0.0093,14.55,183.1,11.03,15.06,120.3,1
77.64,1.852,21.61,3.81,3.528,31.13,6126.2,2.0,0.0103,14.64,182.5,13.53,14.763,118.6,1
76.56,0.407,22.24,0.19,3.416,29.56,6179.4,2.72,0.0016,14.96,178.3,11.63,15.085,114.2,0
78.45,0.768,22.25,0.34,3.354,30.1,6014.0,2.27,0.0128,15.24,147.4,14.11,14.878,115.7,1
80.81,0.555,22.14,0.7,3.504,30.76,5935.4,3.08,0.0085,14.61,184.0,11.9,14.934,123.2,0
74.4,1.057,22.12,0.58,3.448,29.3,5980.0,1.48,0.012,15.15,173.9,11.41,15.05,121.9,0
78.95,1.284,21.82,0.29,3.439,32.39,5944.9,1.72,0.0183,14.47,187.3,12.27,14.827,125.4,0
72.7,2.159,21.69,0.43,3.456,29.79,6222.6,0.93,0.015,15.21,176.0,11.52,15.56,117.8,1
75.03,1.805,21.88,0.37,3.449,30.55,6124.9,2.57,0.0193,15.6,175.0,12.5,15.15,123.3,0
77.98,0.704,22.44,0.69,3.448,30.36,5942.9,3.87,0.0121,14.45,187.4,12.07,15.081,117.4,0
77.78,1.163,22.26,0.96,3.534,30.42,6174.2,2.3,0.0247,14.75,179.8,13.13,15.023,116.6,1
77.38,0.684,21.74,0.09,3.55,31.81,5960.0,2.28,0.0067,14.49,178.4,12.31,15.129,119.6,0
79.82,0.804,22.46,0.5,3.524,30.36,6037.6,2.01,0.0233,14.73,177.6,12.9,15.154,119.6,0
74.36,1.26,22.25,0.13,3.519,29.69,6133.0,3.11,0.028,15.19,182.2,11.44,15.008,116.9,0
78.48,0.733,21.93,0.31,3.444,30.36,5932.6,1.4,0.0206,15.03,180.6,11.73,14.824,121.8,0
77.43,0.485,21.64,0.78,3.492,30.67,5928.7,1.49,0.0122,15.38,180.5,11.05,14.911,119.4,0
78.21,0.598,21.61,0.27,3.499,30.07,5825.1,2.27,0.0116,14.69,170.8,11.03,14.892,122.6,0
76.62,1.322,21.91,0.21,3.41,31.08,6026.3,2.21,0.021,15.2,185.8,11.52,15.054,124.8,0
79.77,0.822,21.27,0.4,3.423,30.06,5906.1,1.7,0.0101,15.22,177.8,12.83,15.001,120.0,0
79.66,0.916,21.9,1.44,3.447,29.56,5961.5,1.97,0.0042,14.86,179.1,11.59,14.977,119.5,0
77.93,2.972,21.29,2.85,3.754,30.15,5924.4,3.74,0.0156,14.71,160.2,10.97,15.096,121.7,1
77.84,1.05,22.1,0.55,3.556,29.55,5906.6,1.66,0.0175,14.84,187.6,12.39,14.809,118.9,0
77.51,0.722,21.86,0.35,3.558,29.27,5859.8,1.55,0.0079,14.52,178.5,12.82,14.985,119.2,0
74.39,0.628,21.67,0.78,3.516,30.69,5946.8,1.13,0.018,14.82,183.6,11.13,15.068,117.5,0
77.42,1.138,22.73,0.59,3.487,28.49,5864.0,2.15,0.0062,14.96,184.6,12.1,14.966,121.6,0
73.18,0.737,21.92,0.19,3.632,30.13,5767.6,6.03,0.0332,14.83,184.8,10.61,14.896,120.5,1
78.19,1.301,22.5,0.03,3.516,29.84,5826.6,2.17,0.0024,14.43,181.2,11.08,15.004,119.6,0
77.31,1.452,22.11,0.25,3.554,28.61,5804.4,1.41,0.0094,15.58,183.9,11.76,15.043,114.8,0
76.94,0.608,21.69,0.17,3.514,30.65,5919.9,1.84,0.025,15.2,180.1,12.27,14.989,120.7,0
76.98,0.923,22.1,0.34,3.52,29.09,5989.2,2.36,0.0064,14.92,178.4,11.79,15.142,122.6,0
72.65,0.696,21.3,3.54,3.334,29.82,6077.1,1.92,0.013,14.77,183.6,11.53,15.06,122.0,1
78.65,0.445,22.03,0.25,3.46,28.78,5943.0,3.02,0.0003,15.19,181.1,11.88,15.109,117.0,0
79.4,0.817,21.54,0.24,3.576,31.09,6054.3,2.41,0.0227,15.15,178.5,11.78,15.05,117.5,1
79.05,1.042,21.42,0.95,3.553,30.32,5965.2,2.77,0.0097,14.85,179.3,11.43,15.018,115.3,0
77.21,0.15,22.3,0.52,3.461,30.73,5831.0,1.72,0.0405,15.06,181.6,11.71,14.998,119.8,0
77.62,0.683,22.31,0.1,3.494,26.5,5989.1,2.84,0.0178,14.51,182.3,12.12,15.088,123.3,0
77.38,1.11,22.37,0.78,3.475,30.7,6046.3,2.01,0.0127,15.27,175.1,12.13,14.99,121.9,0
82.41,0.864,21.51,0.69,3.712,30.59,6090.9,8.33,0.0119,14.66,177.4,12.66,14.819,117.2,1
78.18,0.629,22.69,0.35,3.564,31.84,6021.7,1.75,0.0054,15.13,182.9,11.83,15.066,114.8,0
74.86,1.419,22.42,0.62,3.611,29.82,5980.8,1.49,0.004,15.41,180.1,11.11,14.983,118.9,0
75.88,0.314,22.79,0.19,3.505,30.16,5904.2,2.75,0.0039,14.64,168.4,11.62,15.121,120.9,0
77.51,1.072,22.51,0.48,3.489,30.35,5912.2,2.79,0.0213,14.91,183.0,11.93,15.016,123.3,0
79.18,2.075,22.58,0.34,3.668,30.11,5882.0,2.32,0.0063,14.63,183.9,15.94,15.627,120.1,1
77.36,1.114,23.0,0.55,3.458,32.19,6254.4,3.04,0.0306,15.29,178.5,12.0,14.944,121.6,0
80.05,0.563,22.11,0.37,3.491,29.66,6268.7,2.8,0.0197,15.41,179.2,11.02,15.099,126.0,0
79.65,0.517,21.89,0.12,3.558,31.72,6097.1,2.01,0.0165,14.62,181.6,11.93,14.927,117.4,0
77.22,0.953,22.08,0.13,3.486,29.9,5934.9,2.47,0.0058,15.24,180.4,12.4,14.905,122.2,1
79.66,1.086,20.95,0.4,3.498,29.89,5945.6,1.68,0.0264,14.71,179.5,11.72,14.961,123.2,0
77.25,0.607,22.23,0.09,3.533,29.97,5783.2,1.54,0.0108,15.28,182.6,11.93,14.894,117.9,0
78.68,0.696,21.5,0.53,3.528,30.45,5759.5,1.98,0.0188,14.93,181.0,11.44,15.115,120.1,0
78.4,0.92,22.11,0.82,3.58,29.77,5882.2,1.77,0.0006,15.41,177.8,11.59,14.974,117.6,0
76.08,0.948,22.55,0.47,3.463,30.78,5987.7,2.35,0.0339,15.21,185.2,11.85,15.11,120.0,0
76.81,1.566,22.49,4.17,3.521,29.63,5985.7,7.91,0.0292,15.02,180.9,14.45,15.028,123.0,1
77.9,0.701,21.59,0.46,3.447,30.48,6050.7,2.61,0.0335,15.79,176.3,11.49,14.948,122.4,0
79.68,1.327,21.84,5.28,3.702,29.4,6044.3,2.63,0.018,15.53,180.6,15.0,15.043,120.1,1
79.06,0.581,21.45,0.35,3.47,29.74,5868.9,0.68,0.0154,14.86,175.6,11.53,15.05,119.9,0
78.36,1.126,21.88,0.72,3.521,29.08,6031.9,2.45,0.0083,14.05,179.3,11.39,15.173,120.2,0
78.59,1.119,22.44,0.23,3.527,30.44,5985.2,1.98,0.0075,14.65,185.0,11.43,15.131,122.1,0
77.81,0.764,22.21,1.05,3.632,28.94,6066.0,3.79,0.025,15.12,142.5,11.48,14.863,121.1,1
77.64,0.959,21.27,0.34,3.44,29.81,5891.4,1.96,0.0168,15.03,182.5,12.6,14.9,121.3,0
77.99,0.822,22.29,0.27,3.574,29.83,5865.5,2.42,0.0206,15.37,175.6,12.13,15.092,121.7,0
80.13,0.762,21.76,0.47,3.46,28.95,6222.2,1.96,0.0319,15.18,180.1,11.18,15.139,118.2,0
81.46,0.891,21.7,0.19,3.41,28.63,6055.8,2.85,0.0356,15.06,189.2,11.34,15.101,118.3,0
77.68,0.771,21.79,0.23,3.52,28.83,5736.6,2.26,0.0218,15.31,179.1,12.0,14.995,120.0,0
78.4,1.335,21.87,1.08,3.495,27.85,5990.4,1.67,0.0305,15.28,188.6,11.53,14.867,120.9,0
76.45,1.066,22.4,0.23,3.437,29.65,6027.7,2.4,0.0106,14.33,170.9,10.99,14.954,122.5,0
77.8,1.142,22.42,0.08,3.487,30.22,6109.6,2.81,0.0111,14.35,181.2,12.01,15.03,121.6,0
77.56,1.019,22.35,0.34,3.501,30.75,6080.5,2.25,0.0204,14.45,185.6,11.58,14.911,122.3,1
78.12,0.602,22.05,0.06,3.553,30.53,5990.8,3.33,0.037,15.09,176.2,11.41,14.985,122.8,0
75.74,1.205,21.91,0.89,3.49,29.07,6027.2,1.51,0.0052,15.07,187.5,11.89,15.035,118.9,0
78.48,0.904,21.71,0.68,3.553,30.58,6065.8,1.91,0.0248,15.12,182.4,11.41,14.789,121.7,0
73.4,0.736,22.08,1.04,3.557,30.33,5920.4,2.01,0.003,14.89,146.5,11.76,15.01,119.6,1
75.49,1.171,21.72,0.54,3.606,28.06,6027.3,2.53,0.021,15.66,177.6,12.96,14.997,122.2,0
80.83,1.082,21.71,0.32,3.497,29.44,6013.7,3.05,0.0301,15.31,177.4,12.57,15.051,122.0,0
73.43,0.729,21.78,0.43,3.653,30.89,5855.4,6.45,0.0066,15.26,146.9,12.65,15.027,122.8,1
76.55,1.142,21.76,0.15,3.462,30.14,6062.2,3.28,0.0143,14.9,174.4,11.42,15.097,116.0,0
77.88,0.98,21.64,0.04,3.53,29.1,6014.9,2.04,0.0075,15.11,180.8,11.49,14.92,119.9,0
78.75,0.935,22.02,0.46,3.463,27.74,6182.0,2.29,0.0119,14.95,181.1,11.49,15.076,121.6,0
78.21,0.856,21.92,0.37,3.514,29.23,6026.7,1.58,0.0135,16.04,181.7,11.43,15.1,122.1,0
73.19,3.072,21.08,0.76,3.481,30.76,5984.1,4.19,0.0091,15.35,183.7,15.29,15.092,120.9,1
78.92,0.809,22.48,0.47,3.463,30.26,5891.1,1.49,0.0464,15.18,177.4,12.31,15.19,120.5,0
79.38,0.754,22.18,1.27,3.585,30.31,6019.5,0.7,0.0293,14.3,178.9,11.93,14.942,120.3,0
79.41,0.895,21.61,0.53,3.507,29.19,6049.4,2.21,0.0161,14.5,184.5,11.59,15.064,116.9,1
81.5,0.835,21.78,0.91,3.496,30.18,6000.6,2.09,0.0317,15.07,181.4,11.24,15.003,122.7,0
73.05,2.643,21.62,3.9,3.532,29.69,5912.9,2.1,0.0218,15.4,181.7,11.69,15.049,118.2,1
76.67,0.853,22.33,0.45,3.506,31.53,5890.4,3.96,0.0016,15.04,189.3,11.72,15.053,120.7,0
80.63,1.433,22.02,0.45,3.448,30.7,5951.7,1.29,0.0003,14.82,187.6,12.62,15.004,121.1,0
77.66,1.429,22.08,0.1,3.569,30.94,5831.9,3.1,0.006,15.08,186.5,11.46,15.097,116.2,0
79.14,0.983,22.41,0.45,3.403,30.13,6089.7,1.92,0.014,15.0,182.0,12.28,14.911,120.0,0
77.28,0.929,21.55,0.11,3.529,28.84,5875.9,2.96,0.0108,15.52,175.5,11.8,14.756,123.9,0
78.25,1.083,21.87,0.3,3.495,30.38,5904.1,2.78,0.0286,14.71,183.1,12.21,15.032,117.9,0
79.03,1.006,22.33,0.99,3.504,30.5,6098.6,2.12,0.0079,15.11,186.1,11.8,14.913,118.4,0
79.01,0.961,21.8,0.39,3.312,30.92,5970.0,6.33,0.0243,14.56,141.9,12.14,14.884,114.7,1
79.92,0.489,22.12,0.57,3.49,28.58,6007.9,2.19,0.0051,15.12,186.8,11.68,15.121,117.0,0
76.45,0.906,22.34,0.53,3.579,29.82,6148.0,2.29,0.0156,15.15,179.6,12.66,14.983,123.9,0
77.41,0.806,21.79,0.01,3.543,29.61,5975.4,2.55,0.0001,14.99,182.6,11.93,14.922,118.1,0
78.44,0.745,22.43,0.46,3.506,30.42,5848.2,2.03,0.0307,14.24,188.6,11.19,15.321,118.2,1
78.7,0.997,22.36,0.4,3.546,28.66,6038.5,2.68,0.0316,14.57,183.9,11.88,14.883,122.7,0
78.2,0.927,22.14,0.58,3.503,28.99,5927.0,2.19,0.0154,15.47,181.4,11.68,15.066,121.2,0
79.89,1.004,22.0,0.2,3.518,29.65,5933.4,1.73,0.0386,15.26,189.3,12.22,14.992,118.2,0
77.23,1.472,21.98,0.02,3.505,32.21,6290.9,1.67,0.0035,14.98,176.4,11.7,14.956,116.9,0
76.35,0.659,22.3,0.14,3.515,28.92,5921.2,1.54,0.0108,14.83,182.8,11.81,14.9,120.6,0
76.6,0.668,22.25,0.26,3.525,28.13,6010.7,2.24,0.0324,14.43,182.9,11.85,15.009,119.1,0
78.23,0.757,22.12,0.54,3.471,32.15,6054.6,3.41,0.0218,14.85,176.6,12.2,15.065,118.7,0
74.03,2.131,21.77,0.56,3.564,30.32,5901.1,2.67,0.0133,15.19,139.0,12.35,14.99,121.6,1
80.84,1.156,21.73,0.78,3.482,30.15,5968.4,2.5,0.0048,16.19,188.5,12.21,15.025,117.7,0
74.55,1.272,22.8,0.35,3.5,28.64,5929.2,2.66,0.015,14.81,174.3,10.5,15.133,117.6,0
78.71,0.626,21.58,0.79,3.467,29.85,5971.8,3.07,0.0013,14.8,180.3,11.74,15.066,123.9,0
76.49,1.276,21.79,0.69,3.549,28.07,5984.0,1.24,0.0123,14.33,185.7,11.53,15.083,118.6,0
73.11,1.87,22.11,3.46,3.453,28.94,5948.4,2.49,0.0062,14.57,184.2,11.64,15.054,117.5,1
79.5,0.634,21.75,0.0,3.454,29.5,6012.8,2.97,0.0013,15.33,181.1,11.73,14.879,124.7,0
72.37,2.929,22.19,0.46,3.414,28.99,5970.9,6.53,0.0055,14.28,182.8,12.37,14.919,119.4,1
83.74,0.877,21.86,0.35,3.544,30.01,5795.5,5.92,0.0129,15.02,145.1,12.6,14.912,119.8,1
78.29,0.595,21.57,0.27,3.579,31.37,6155.0,2.1,0.0106,15.47,179.2,11.85,15.218,120.2,0
77.88,0.817,22.93,0.73,3.523,27.84,6004.7,3.15,0.0322,14.92,172.9,11.8,15.001,119.7,0
77.15,0.581,21.61,0.21,3.484,31.45,5963.5,2.65,0.0052,15.46,187.0,11.45,14.931,123.2,0
77.0,0.488,22.22,0.0,3.468,29.01,6251.2,2.84,0.0078,14.91,182.7,11.98,14.812,123.0,0
84.83,2.736,21.72,0.76,3.55,29.0,6075.1,5.4,0.0007,14.98,174.2,11.87,15.054,118.6,1
77.25,1.281,21.71,0.78,3.466,29.97,6035.8,2.21,0.0276,15.45,190.2,12.52,14.988,123.1,0
77.44,0.916,21.74,0.28,3.483,31.4,6061.9,2.26,0.0112,15.3,181.2,11.82,15.162,125.7,0
72.31,0.747,22.09,0.25,3.454,30.34,6185.8,1.83,0.0167,15.33,174.0,13.69,14.665,119.2,1
77.98,0.937,22.84,0.14,3.505,30.62,6222.4,2.86,0.0343,15.69,179.9,11.93,14.973,118.3,0
78.51,0.802,22.64,0.17,3.519,32.2,6288.5,2.12,0.0112,15.57,187.7,12.34,15.128,119.1,0
76.78,0.804,22.06,3.66,3.564,30.28,5848.0,2.86,0.0119,15.11,145.7,13.99,15.232,120.7,1
77.05,1.049,22.46,0.4,3.492,30.29,6136.2,2.77,0.0266,14.33,181.6,12.69,14.951,120.0,0
78.21,1.024,21.64,0.87,3.401,28.62,6154.9,1.25,0.0019,14.94,176.9,11.24,15.05,123.2,0
78.13,0.604,22.19,0.7,3.504,30.58,6130.3,2.33,0.0087,14.65,177.9,11.19,14.97,121.9,0
78.19,1.043,22.33,0.43,3.396,30.82,6124.4,1.48,0.0281,15.13,184.3,11.57,15.02,120.6,0
78.88,0.973,21.67,0.64,3.5,29.07,5943.1,1.55,0.001,14.96,179.7,11.93,15.209,124.3,0
79.65,0.758,21.6,0.83,3.55,28.85,6001.0,1.45,0.01,15.03,187.3,11.66,14.965,121.6,0
77.24,0.623,22.29,0.25,3.443,29.99,5858.9,2.35,0.0073,14.4,185.9,12.38,14.941,123.4,0
77.61,1.414,21.68,0.06,3.461,30.22,6173.6,2.26,0.0196,15.26,186.7,11.52,14.967,123.4,0
76.98,0.658,21.77,0.11,3.465,31.16,5937.5,2.94,0.0015,14.4,186.9,11.28,15.082,121.3,0
79.6,0.546,22.61,0.37,3.434,29.5,5993.1,2.75,0.0061,14.75,182.3,11.41,15.023,121.7,0
79.24,0.666,22.2,0.31,3.529,29.06,5996.6,1.94,0.0155,14.22,180.6,13.11,15.006,118.3,0
81.58,1.55,21.91,0.49,3.481,28.78,5918.5,0.98,0.0076,14.57,183.0,11.99,14.991,122.2,0
76.37,1.026,22.09,0.32,3.476,29.37,5996.4,2.46,0.0182,15.44,180.6,11.37,14.971,117.6,0
75.8,0.802,21.78,0.15,3.464,30.1,6055.2,3.47,0.0166,14.77,178.7,11.59,14.719,121.1,0
79.48,3.052,22.3,0.64,3.495,30.85,6259.5,2.19,0.0164,15.15,148.2,12.38,14.862,115.3,1
79.27,0.807,21.61,0.21,3.494,29.46,5872.0,2.03,0.0431,14.69,174.9,11.6,14.934,116.7,0
77.6,0.377,22.03,0.38,3.529,28.28,6101.7,2.58,0.0093,14.88,182.2,12.66,14.874,116.8,0
78.27,3.188,22.42,0.38,3.51,28.07,5818.1,2.53,0.0082,14.87,152.0,13.94,15.606,119.6,1
75.81,0.865,21.51,0.87,3.508,30.95,5995.4,2.88,0.0518,14.97,181.2,11.21,14.887,116.0,0
80.03,0.596,22.09,0.08,3.379,30.9,6183.3,0.98,0.0404,14.95,177.1,12.47,15.157,118.5,0
78.67,2.091,22.63,4.2,3.444,31.55,6175.3,2.47,0.0098,15.44,143.3,11.38,15.365,120.9,1
74.53,1.131,21.77,0.82,3.565,31.0,6054.8,2.06,0.0004,15.26,174.3,12.6,15.147,118.1,0
77.13,0.734,21.68,0.64,3.514,27.97,6158.3,2.06,0.0321,15.3,179.4,12.35,15.08,122.0,0
75.95,2.341,21.94,3.37,3.449,28.78,5927.1,1.96,0.007,15.23,176.3,15.49,14.897,123.4,1
78.18,1.161,22.64,0.22,3.522,30.97,6222.7,2.19,0.0361,14.58,179.5,11.69,15.087,120.8,0
79.53,1.057,22.62,0.69,3.522,30.78,6083.4,0.83,0.0154,16.32,180.2,11.62,14.826,121.2,0
78.24,1.058,22.41,0.49,3.537,30.38,6070.8,1.45,0.0214,15.0,182.1,11.8,14.993,117.3,1
77.17,0.835,21.79,0.56,3.544,30.05,6042.5,2.06,0.024,15.02,173.9,10.5,15.13,117.9,0
84.11,0.886,21.52,0.78,3.492,30.71,6018.6,1.88,0.009,14.29,181.3,15.93,15.183,121.1,1
80.33,0.28,21.6,0.02,3.565,30.96,5943.5,2.72,0.0076,14.5,180.4,12.65,14.968,123.5,0
75.77,0.741,22.15,0.62,3.483,32.5,5849.5,2.35,0.0139,14.98,172.0,11.17,14.918,120.6,0
79.85,1.283,21.51,0.46,3.447,28.57,5990.2,1.79,0.0025,15.18,184.4,11.72,14.838,121.6,0
79.45,0.422,22.59,0.21,3.518,28.8,5960.8,1.57,0.0046,15.45,182.6,11.18,14.969,119.3,0
77.47,1.442,22.05,0.22,3.488,30.4,6199.1,2.12,0.0162,14.73,196.4,11.08,14.831,122.5,0
82.38,1.303,22.34,0.54,3.606,31.51,5872.7,2.29,0.0023,15.51,181.3,14.38,15.433,118.4,1
77.33,1.197,22.33,0.18,3.481,28.99,5880.5,1.97,0.0121,15.8,172.5,11.54,14.871,121.5,1
76.84,0.899,21.81,0.1,3.464,30.42,5884.8,1.99,0.0467,14.86,181.0,11.74,15.011,121.0,0
77.83,0.762,22.09,0.02,3.526,30.22,5873.3,2.56,0.0333,14.83,185.6,12.33,14.874,121.6,0
74.88,1.245,22.79,0.5,3.503,31.1,6099.0,2.25,0.0136,14.39,180.6,11.12,15.006,119.0,0
79.9,0.85,22.09,0.48,3.513,28.94,5930.0,2.54,0.0078,15.35,184.7,12.16,15.235,118.6,0
76.27,1.104,21.96,0.42,3.488,29.72,6023.5,2.01,0.049,14.36,185.9,11.71,14.858,118.2,0
76.0,1.157,22.06,0.58,3.444,30.98,6008.4,1.1,0.0001,14.19,186.2,12.44,14.856,119.8,0
76.64,0.929,22.34,0.36,3.502,28.52,6195.4,2.76,0.0229,15.45,185.0,11.87,14.828,119.8,0
76.46,0.616,22.03,0.48,3.49,30.08,5965.7,4.19,0.0062,14.85,151.2,11.33,15.007,114.1,1
83.12,0.796,21.66,3.82,3.498,29.66,6069.8,4.71,0.0077,15.23,186.9,11.64,15.742,118.7,1
75.61,0.714,21.9,2.91,3.567,29.11,6064.2,7.55,0.0055,14.83,158.9,11.47,14.798,119.4,1
78.86,1.09,22.19,0.32,3.502,30.63,6181.3,2.24,0.0142,14.96,183.5,11.97,15.027,120.2,0
76.41,1.048,21.63,0.46,3.436,29.58,6096.3,2.12,0.0321,15.13,181.1,12.2,15.08,121.6,0
76.79,0.839,22.19,0.1,3.568,29.73,6013.7,1.87,0.0004,15.44,176.4,12.03,15.0,120.9,0
78.86,1.11,22.28,0.79,3.478,31.59,5926.7,2.09,0.0115,14.39,175.2,12.1,14.959,116.9,0
